ip_id,sa_avg_freq_month,sa_avg_amt_month
1,3.81818181818182,5355.80454545455
10,3.5,5020.65277777778
100,3.66666666666667,4559.87222222222
1000,3.36363636363636,4074.75252525253
10000,12.0,13157.2335622711
10001,7.28571428571429,29570.3934343434
10002,10.5,12719.5673789174
10003,16.1428571428571,24133.3964835934
10004,3.0,15147.2083333333
10005,4.71428571428571,19051.230952381
10006,5.0,22261.9634920635
10007,10.1666666666667,29110.6394179894
10008,10.1428571428571,63301.3871521336
10009,8.57142857142857,12901.5606401535
1001,3.45454545454545,4704.38939393939
10011,16.2857142857143,14132.9550035804
10012,5.85714285714286,16106.5023809524
10013,4.57142857142857,17347.5444444444
10014,4.28571428571429,20216.3503401361
10015,2.66666666666667,18253.4166666667
10016,14.4285714285714,19315.8573979592
10017,3.33333333333333,11660.1166666667
10018,7.0,15904.0555991627
1002,3.63636363636364,4928.01666666667
10020,18.3333333333333,12532.9772653001
10021,26.5714285714286,28527.0338509705
10022,8.28571428571429,14765.2571428571
10023,2.8,39568.98
10024,10.8571428571429,9707.34489795918
10025,3.0,18079.6611111111
10026,24.8571428571429,10971.497220696
10027,4.16666666666667,14568.5
10028,1.5,15991.75
10029,5.0,11574.8988095238
1003,3.09090909090909,5449.94393939394
10030,10.7142857142857,16779.7142857143
10031,4.33333333333333,13349.5208333333
10032,3.14285714285714,12436.0238095238
10034,10.7142857142857,10943.1326330532
10036,14.8571428571429,14565.2239579261
10037,7.71428571428571,29708.4991278563
10038,17.7142857142857,62727.4605383023
10039,8.33333333333333,9453.33947811448
1004,3.54545454545455,4726.53701298701
10040,38.6666666666667,25926.5578136101
10041,20.4285714285714,11536.0658441558
10042,3.71428571428571,18833.8023809524
10043,5.66666666666667,20099.8032106782
10044,5.28571428571429,13135.9380952381
10046,3.0,8106.42857142857
10048,6.0,16504.5680272109
10049,4.0,13723.8638888889
1005,4.45454545454545,5689.73322510823
10051,5.42857142857143,10104.6285714286
10053,2.14285714285714,12613.2261904762
10055,1.0,2521.0
10056,23.1428571428571,19235.1706283069
10057,5.0,20182.5828695114
10058,1.0,3680.0
10059,6.57142857142857,13047.9129045558
1006,3.25,6876.09722222222
10060,1.4,13366.4
10061,6.85714285714286,23584.3404761905
10062,18.6666666666667,18086.5981620718
10063,5.85714285714286,13241.5129251701
10064,3.16666666666667,14741.9361111111
10065,6.66666666666667,14059.5527777778
10066,52.4285714285714,208563.149271305
10067,2.66666666666667,24513.6583333333
10068,5.16666666666667,13834.7904761905
10069,24.1428571428571,16450.1468527855
1007,2.72727272727273,5355.14242424242
10070,4.28571428571429,10349.4071428571
10072,5.28571428571429,12655.9619047619
10073,4.5,15116.5777777778
10074,1.66666666666667,15014.4166666667
10075,4.16666666666667,12728.5861111111
10076,9.83333333333333,17623.0657768158
10077,7.33333333333333,24610.7955026455
10078,6.85714285714286,21600.026984127
1008,2.66666666666667,5564.10813492064
10080,2.0,15937.5
10081,11.5,12770.8413175876
10082,1.0,15501.0
10083,2.42857142857143,16029.380952381
10084,16.7142857142857,14355.4195578231
10087,2.14285714285714,19945.5
10088,18.1666666666667,16016.5764171003
10089,11.5714285714286,13174.4077088325
1009,3.4,4563.09761904762
10090,4.28571428571429,25192.5952380952
10093,3.33333333333333,19449.5416666667
10094,3.16666666666667,9414.08333333333
10095,13.2857142857143,21617.8749607535
10096,5.71428571428571,13749.1825139147
10098,3.71428571428571,17522.3555555556
10099,5.14285714285714,10177.7071428571
101,2.90909090909091,5700.69696969697
1010,2.91666666666667,6036.98333333333
10100,7.57142857142857,17226.4821428571
10101,12.2857142857143,166454.412107535
10102,12.1428571428571,25134.7698676324
10103,6.42857142857143,16328.9233560091
10104,16.8571428571429,19764.97756574
10105,4.85714285714286,16080.0142857143
10106,8.0,34560.1365800866
10107,7.28571428571429,10273.0536796537
10108,14.2857142857143,18025.5058745721
10109,4.42857142857143,15530.1126984127
1011,3.36363636363636,6537.13257575757
10110,12.5714285714286,23434.5091089466
10111,8.16666666666667,120766.630753968
10112,7.28571428571429,10447.1404761905
10113,9.42857142857143,13550.112585034
10114,1.0,4769.0
10115,7.0,14421.4428571429
10116,11.5714285714286,11067.3003246753
10117,17.5714285714286,23946.4286996003
10118,27.5714285714286,30110.6847076668
10119,5.2,13309.2777777778
1012,2.54545454545455,5139.79090909091
10120,9.85714285714286,9726.20459183674
10122,10.4285714285714,13907.8013653014
10123,10.0,11836.1744897959
10124,7.57142857142857,11270.4769230769
10125,16.4285714285714,20687.3127472527
10126,2.66666666666667,19138.1805555556
10128,17.2857142857143,15901.7185093734
10129,13.1428571428571,11012.5079973484
1013,2.66666666666667,5252.87638888889
10130,19.5714285714286,13479.9945889537
10131,10.8571428571429,19744.2831320726
10132,1.0,15858.0
10133,9.33333333333333,13361.2928451178
10134,5.14285714285714,16618.6275510204
10135,4.16666666666667,19315.7361111111
10136,2.5,10606.4166666667
10137,13.0,18203.2485185185
10138,2.0,24736.5
10139,4.85714285714286,12848.793877551
1014,2.27272727272727,3563.66666666667
10140,11.4285714285714,12204.6238811314
10142,15.7142857142857,20881.6158306327
10143,9.14285714285714,11859.6079931973
10144,5.83333333333333,12701.0380952381
10145,8.42857142857143,28465.4671550672
10146,8.0,12062.646679198
10147,6.0,7927.16666666667
10148,12.1428571428571,14463.4613861739
10149,3.57142857142857,13148.6156462585
1015,3.5,5128.07916666667
10150,10.4285714285714,18933.4730859784
10151,4.0,14776.9388888889
10152,4.85714285714286,23319.3146258503
10153,3.0,7101.33333333333
10154,15.2857142857143,10564.1819727891
10155,2.42857142857143,21534.6119047619
10156,5.42857142857143,23309.1047619048
10157,1.75,28133.5
10158,8.85714285714286,8671.23458684173
1016,3.08333333333333,5675.53472222222
10160,5.83333333333333,16331.4906746032
10161,1.0,1374.0
10162,4.14285714285714,14001.855952381
10163,6.57142857142857,15075.4887806638
10164,1.0,18438.0
10165,18.8571428571429,21503.9868013872
10166,16.1428571428571,11302.4345454545
10167,7.16666666666667,16577.0283730159
10168,4.4,21423.0107142857
10169,8.5,13076.0
1017,2.54545454545455,6410.10606060606
10170,8.0,13572.053481241
10171,1.0,3329.0
10172,5.28571428571429,8452.91836734694
10173,4.85714285714286,15536.062244898
10174,1.66666666666667,16946.5
10175,10.2857142857143,13153.3228021978
10176,2.28571428571429,12643.8571428571
10177,5.14285714285714,8905.04761904762
10179,5.85714285714286,17937.5409863946
1018,3.58333333333333,4923.36041666667
10180,4.33333333333333,20027.4777777778
10181,20.0,21662.0348775017
10182,3.0,18792.9476190476
10183,2.66666666666667,22360.4166666667
10184,3.5,8567.20833333333
10185,6.42857142857143,11353.4804421769
10186,1.0,6403.0
10188,16.6666666666667,10669.9289473684
10189,3.16666666666667,13831.9861111111
1019,2.83333333333333,4283.06944444444
10190,15.5714285714286,23396.0434396431
10191,8.85714285714286,12602.383895866
10192,8.83333333333333,22424.8176027676
10193,29.0,277243.335084695
10194,18.8333333333333,34450.673930776
10195,1.0,1774.0
10196,6.85714285714286,14149.5560966811
10197,11.0,18105.3591736695
10198,4.28571428571429,17857.1785714286
10199,4.5,16006.4166666667
102,2.45454545454545,6507.48787878788
1020,3.36363636363636,6227.35606060606
10201,4.28571428571429,11084.619047619
10203,1.0,13680.0
10204,7.16666666666667,20118.7625
10205,9.28571428571429,12478.4091836735
10206,6.0,9273.32070707071
10207,6.28571428571429,15404.1743764172
10208,10.7142857142857,10092.0421657707
10209,10.1666666666667,16446.8989297739
1021,4.25,5041.55694444444
10210,29.8571428571429,15876.6455026369
10211,7.0,9820.20714285714
10212,5.85714285714286,12871.5492063492
10213,7.57142857142857,15701.551984127
10214,30.2857142857143,30680.5711966005
10215,2.75,6914.5
10216,45.4285714285714,48672.5291863095
10217,16.0,12144.8487257104
10218,6.66666666666667,19001.9209656085
10219,15.2857142857143,15450.8106842737
1022,3.8,4947.93166666667
10220,5.83333333333333,16094.4503968254
10222,1.0,982.0
10223,1.0,20770.0
10224,5.0,14768.3387755102
10225,2.85714285714286,15555.9642857143
10226,5.14285714285714,47318.6452380952
10227,2.0,7031.5
10228,6.33333333333333,15540.6788461538
10229,13.4285714285714,16976.6138605442
1023,3.75,5187.47916666667
10230,8.14285714285714,45952.325
10231,1.0,6732.0
10232,2.0,6288.0
10234,14.0,28598.2349119135
10235,3.0,23673.2583333333
10236,2.71428571428571,19242.7023809524
10237,9.83333333333333,27409.2493589744
10238,42.0,26941.2475708306
10239,9.14285714285714,27146.3587301587
1024,3.27272727272727,4220.81753246753
10240,3.0,24459.0
10241,4.5,16985.7138888889
10242,6.28571428571429,12369.2660648875
10243,1.0,7410.0
10245,22.0,15441.042973693
10246,14.8571428571429,13252.3738095238
10247,18.8571428571429,10947.7831227106
10248,18.0,56391.2387573211
10249,8.71428571428571,10375.9615848437
1025,4.0,4239.9354978355
10250,4.0,16059.6182539683
10251,4.28571428571429,24743.5884353741
10252,13.5714285714286,24798.7737107921
10253,2.42857142857143,19968.5476190476
10254,2.66666666666667,9805.13888888889
10255,1.0,7113.0
10256,6.42857142857143,11558.3256235828
10257,8.0,16220.7637188209
10258,1.0,14294.0
10259,1.0,15549.0
1026,3.0,4277.68194444445
10260,5.0,10765.3563492064
10261,21.4285714285714,53640.6498544341
10263,5.42857142857143,26141.7372294372
10265,11.7142857142857,27143.0502164502
10267,1.0,2358.0
10269,2.6,188125.933333333
1027,3.16666666666667,6273.45138888889
10270,30.3333333333333,11880.8462533518
10271,5.14285714285714,12601.0575396825
10272,5.5,13035.5978174603
10273,2.16666666666667,15795.1666666667
10274,6.66666666666667,20655.925
10275,20.8333333333333,10186.2336844437
10276,32.1666666666667,12992.8956907788
10278,1.0,2111.0
10279,9.85714285714286,35939.6806943057
1028,3.90909090909091,5602.49794372294
10280,6.57142857142857,18800.1031746032
10281,3.5,21746.6333333333
10282,7.28571428571429,11936.5304029304
10283,2.75,9846.54166666667
10284,10.2857142857143,29923.8254535147
10285,11.6666666666667,15862.9520295494
10286,3.66666666666667,14466.4666666667
10287,7.0,15169.8387755102
10288,8.42857142857143,22769.1470315399
1029,3.25,5475.1875
10290,4.0,13519.2642857143
10291,4.16666666666667,13407.619047619
10292,2.5,10314.875
10293,2.8,7551.76666666667
10294,10.8333333333333,12868.1101074851
10295,2.0,7493.0
10296,9.66666666666667,13387.6433531746
10297,21.5714285714286,19446.5379064986
10299,6.5,7999.59090909091
103,3.27272727272727,5957.85151515152
1030,2.63636363636364,6844.26060606061
1031,3.58333333333333,5542.66944444445
1032,3.33333333333333,4623.99067460318
1033,3.33333333333333,4061.12876984127
